User_Id,Sex,Sports_IF,MovieGenres_IF,MusicGenres_IF,Hobbies_IF,TravelPreferences_IF,FoodPreferences_IF,Books_IF,VideoGames_IF,OutdoorActivities_IF,LifestylePreferences_IF,Age
153,male,"Swimming, Basketball, Football, Running, Yoga","Action, Comedy, Sci-Fi, Drama, Documentary, Horror, Animated","Blues, Classical, Pop, Country, Hip-hop","Cooking, Knitting, Crafting, Painting, Dancing, Reading, Photography, Gaming","Cultural Festivals, Countryside, Historical Sites, Luxury Resorts","Mediterranean, Chinese, Indian, Desserts, Seafood, Vegan, Italian, Mexican, Japanese, BBQ","Science Fiction, Self-help, Biographies, Mystery","Fighting, Simulation","Rock Climbing, Boating","Socializing, Fashion, Mindfulness, Tech Gadgets, Entrepreneurship, Sustainability, Volunteering, Minimalism, DIY Projects",22
154,male,"Badminton, Cricket, Running, Yoga, Gymnastics, Cycling, Basketball, Tennis, Football",Animated,"Folk, Classical, Jazz, Blues, EDM","Cooking, Reading, Photography, Gardening, Knitting","Road Trips, Beaches, Historical Sites, Wildlife Safaris, Luxury Resorts, Cities, Cultural Festivals","Italian, Seafood, Desserts","Biographies, Romance, Self-help, Thriller, Mystery, Non-Fiction, Science Fiction, Fantasy, Fiction, Poetry","Fighting, FPS, Puzzle, RPG, Simulation, Indie, Strategy","Boating, Camping, Bird Watching, Picnicking, Hiking, Surfing, Fishing, Rock Climbing","Entrepreneurship, Volunteering, Minimalism",24
155,male,"Cycling, Yoga, Swimming, Running, Gymnastics, Cricket, Tennis","Animated, Action, Fantasy","Hip-hop, Classical, Folk, EDM, Jazz, Pop, Country, Rock, Blues","Reading, Cooking",Mountains,,"Self-help, Fiction, Mystery, Fantasy, Biographies, Non-Fiction, Thriller, Romance, Science Fiction, Poetry","Action, Sports, Strategy, Puzzle, Indie, FPS, Simulation","Surfing, Picnicking, Bird Watching, Skiing, Stargazing, Camping",,28
156,male,"Cricket, Badminton, Swimming","Mystery, Drama, Horror, Animated",EDM,"Reading, Gaming, Cooking, Dancing, Painting, Photography","Cultural Festivals, Beaches, Mountains, Road Trips, Wildlife Safaris, Luxury Resorts, Adventure Sports, Cities, Historical Sites, Countryside","Mexican, Seafood, Vegan, Mediterranean, Indian","Fantasy, Mystery, Romance, Non-Fiction, Fiction, Science Fiction, Biographies, Self-help, Thriller","Sports, Puzzle, FPS, Fighting, Indie, Simulation, Adventure","Boating, Skiing, Hiking, Bird Watching, Stargazing, Fishing, Surfing, Rock Climbing, Picnicking, Camping","Volunteering, Minimalism, Fitness",29
157,male,"Cricket, Tennis, Cycling","Comedy, Horror, Fantasy, Drama, Action, Mystery, Documentary, Sci-Fi",Folk,"Gardening, Photography, Crafting, Cooking, Painting, Dancing, Reading, Writing, Knitting, Gaming","Mountains, Adventure Sports, Beaches, Historical Sites, Luxury Resorts, Road Trips, Cities, Countryside","Desserts, Japanese, Mediterranean, BBQ, Chinese, Indian, Italian, Vegan, Seafood, Mexican","Science Fiction, Fiction","Fighting, Indie, Puzzle, Sports, Strategy, Adventure, Simulation","Picnicking, Fishing, Rock Climbing, Skiing, Camping, Boating, Surfing, Stargazing, Bird Watching, Hiking","Volunteering, Fitness, Minimalism, Fashion, DIY Projects, Sustainability, Mindfulness, Tech Gadgets",28
158,male,"Badminton, Football, Running, Cycling, Yoga, Basketball, Tennis, Cricket","Mystery, Horror, Drama, Sci-Fi, Romance, Action, Animated","EDM, Reggae, Folk, Hip-hop, Classical","Dancing, Crafting, Photography, Writing, Gardening",Historical Sites,BBQ,Biographies,"Indie, Action, RPG, Puzzle, Adventure","Hiking, Fishing, Boating, Rock Climbing, Surfing",,39
159,male,"Gymnastics, Football, Running","Romance, Mystery, Documentary, Sci-Fi, Drama, Animated, Action, Comedy, Fantasy","Classical, EDM, Jazz, Hip-hop, Blues, Pop, Rock, Folk, Country, Reggae","Cooking, Gaming, Writing, Reading, Gardening, Crafting, Photography, Painting, Dancing, Knitting","Countryside, Road Trips, Wildlife Safaris, Beaches, Historical Sites, Mountains, Cities, Adventure Sports, Luxury Resorts, Cultural Festivals","BBQ, Indian, Vegan, Desserts","Romance, Biographies, Science Fiction, Non-Fiction, Thriller, Fantasy, Fiction","Strategy, RPG, FPS, Puzzle, Adventure, Action, Sports, Fighting, Simulation, Indie",Boating,"Minimalism, DIY Projects, Fashion, Volunteering, Entrepreneurship, Socializing, Tech Gadgets, Sustainability, Fitness, Mindfulness",38
160,male,"Swimming, Yoga, Basketball, Cricket","Mystery, Action, Documentary, Animated","Jazz, Reggae, Pop, Country, Rock, Blues, Classical, Hip-hop, Folk","Dancing, Writing, Gardening, Knitting, Reading, Photography, Painting, Gaming, Crafting, Cooking",,Japanese,"Fantasy, Science Fiction, Poetry, Romance, Fiction, Biographies, Mystery, Non-Fiction",Indie,"Picnicking, Camping","Tech Gadgets, Minimalism",28
161,male,"Swimming, Tennis, Running, Gymnastics, Badminton, Cycling, Yoga, Football, Cricket, Basketball","Sci-Fi, Romance, Mystery, Documentary, Comedy, Action","EDM, Reggae, Classical, Jazz, Pop",Painting,"Cultural Festivals, Mountains, Countryside, Luxury Resorts, Historical Sites, Cities","Desserts, Italian, Mexican","Biographies, Self-help, Poetry, Non-Fiction, Thriller, Science Fiction, Mystery","Indie, Simulation, Action, Adventure, Puzzle",,"Tech Gadgets, Fitness, Fashion, Volunteering",26
162,male,"Gymnastics, Basketball, Tennis, Football, Swimming","Animated, Documentary","Hip-hop, Country",Photography,"Wildlife Safaris, Cities, Historical Sites, Beaches, Cultural Festivals, Road Trips",Chinese,,"Sports, Puzzle, Simulation","Surfing, Rock Climbing, Boating, Hiking, Fishing, Bird Watching","Socializing, Fashion, Mindfulness, Volunteering, Minimalism, Fitness",31
163,male,,"Drama, Documentary, Fantasy, Sci-Fi, Animated, Romance, Mystery",,"Dancing, Cooking, Knitting, Gaming, Crafting, Photography, Reading","Beaches, Countryside, Wildlife Safaris, Cities","Italian, Chinese, BBQ, Seafood, Indian, Vegan",,"Indie, Sports",,"Fashion, Volunteering, Socializing, Fitness, Entrepreneurship, DIY Projects, Mindfulness, Sustainability",21
164,male,"Badminton, Tennis, Football, Running, Cricket, Basketball, Swimming, Gymnastics","Animated, Romance, Sci-Fi, Comedy, Action, Horror, Fantasy","Rock, Reggae, Country, Pop, Classical, EDM, Blues, Jazz, Hip-hop",Gardening,"Mountains, Road Trips, Cultural Festivals, Historical Sites, Wildlife Safaris, Adventure Sports, Countryside",Mexican,"Fiction, Science Fiction","Sports, Indie, Strategy, Simulation, Puzzle, Action, FPS, Fighting, RPG, Adventure","Boating, Hiking, Fishing, Camping, Picnicking, Rock Climbing, Surfing, Bird Watching, Stargazing, Skiing","DIY Projects, Entrepreneurship, Minimalism, Sustainability, Tech Gadgets, Volunteering, Socializing, Fashion",28
165,male,"Football, Cricket, Gymnastics, Cycling, Tennis, Swimming, Running, Badminton, Yoga, Basketball","Romance, Documentary","Rock, Jazz, Classical, Reggae, Country, Folk, Blues","Photography, Crafting, Cooking, Knitting, Writing, Gaming, Reading, Painting","Road Trips, Countryside, Wildlife Safaris","Desserts, Indian, Italian, Seafood, Mexican, Chinese","Non-Fiction, Romance, Mystery, Science Fiction","Indie, Simulation, Action, Fighting, RPG","Picnicking, Fishing, Hiking, Skiing, Bird Watching, Camping, Stargazing, Surfing, Boating, Rock Climbing","Socializing, Tech Gadgets, Entrepreneurship, DIY Projects",44
166,male,"Swimming, Gymnastics, Cycling, Basketball, Yoga, Badminton, Running","Animated, Fantasy, Romance, Sci-Fi, Action, Mystery, Drama, Documentary, Comedy, Horror","Pop, Hip-hop, Reggae, Country, Jazz, EDM, Rock, Blues","Gaming, Photography, Painting, Gardening, Crafting, Cooking","Wildlife Safaris, Luxury Resorts, Mountains, Historical Sites, Road Trips, Countryside, Cultural Festivals",,"Biographies, Poetry, Mystery, Non-Fiction, Romance, Fantasy, Self-help, Thriller, Fiction, Science Fiction","Puzzle, Adventure, Indie, Simulation, Fighting, Sports","Stargazing, Fishing, Skiing, Boating, Bird Watching",Entrepreneurship,26
167,male,"Basketball, Cycling, Cricket, Badminton, Running, Swimming","Sci-Fi, Action, Mystery, Drama, Documentary, Comedy, Animated, Romance","Hip-hop, Pop, Rock, Jazz","Gardening, Dancing, Knitting","Historical Sites, Countryside, Cities, Luxury Resorts","Seafood, Japanese, Indian, Chinese, Mexican, Desserts, Mediterranean, Italian, Vegan","Non-Fiction, Poetry, Fiction, Thriller, Biographies, Romance",,"Fishing, Stargazing","Entrepreneurship, Fitness, Fashion",39
168,male,"Gymnastics, Tennis, Yoga, Cycling, Swimming, Running, Cricket, Badminton, Football","Documentary, Romance, Drama, Action","Hip-hop, EDM, Rock, Jazz, Country, Folk, Blues, Reggae","Cooking, Photography, Gaming, Painting","Countryside, Road Trips","Indian, Vegan, Mexican, Desserts, Mediterranean, Japanese, Chinese, BBQ","Non-Fiction, Self-help, Mystery, Romance, Fantasy, Fiction, Biographies","Puzzle, Sports, Fighting","Bird Watching, Surfing, Fishing, Boating, Picnicking, Skiing, Hiking, Rock Climbing","Sustainability, Minimalism, Tech Gadgets",27
169,male,"Cricket, Basketball, Running","Action, Sci-Fi, Comedy, Drama","Country, Folk, Jazz","Photography, Reading, Crafting, Dancing, Cooking, Painting, Knitting, Gaming, Writing, Gardening","Cities, Road Trips, Beaches, Countryside, Cultural Festivals, Historical Sites, Luxury Resorts, Adventure Sports, Mountains","Desserts, Chinese, Japanese, Mediterranean, Indian, BBQ","Mystery, Science Fiction, Thriller, Poetry, Fantasy, Biographies, Self-help, Non-Fiction, Fiction, Romance","Indie, FPS, Fighting, Strategy, Puzzle","Fishing, Rock Climbing, Boating, Hiking","Fitness, Fashion, Tech Gadgets, Sustainability, DIY Projects, Socializing, Volunteering, Minimalism",21
170,male,"Yoga, Basketball, Gymnastics, Badminton",Sci-Fi,Hip-hop,"Painting, Dancing, Writing, Crafting",,"Desserts, Indian, Mexican, BBQ, Chinese, Italian, Mediterranean, Japanese, Seafood","Romance, Science Fiction, Mystery, Fantasy, Self-help, Thriller, Poetry, Non-Fiction, Fiction, Biographies","Fighting, Simulation, Strategy, Indie, Puzzle, FPS, Sports, Adventure","Stargazing, Skiing, Picnicking, Surfing, Camping, Boating, Fishing, Hiking, Rock Climbing, Bird Watching","Mindfulness, Fashion",34
171,male,Badminton,"Fantasy, Sci-Fi, Mystery, Romance, Drama, Documentary, Horror, Action, Comedy","Reggae, Hip-hop, Classical, Blues, Country","Writing, Reading, Cooking, Crafting, Photography, Gaming, Dancing, Painting","Historical Sites, Road Trips, Mountains, Beaches, Luxury Resorts, Adventure Sports, Wildlife Safaris, Cities, Countryside, Cultural Festivals","Vegan, Indian, BBQ, Japanese, Seafood, Mediterranean, Italian, Mexican, Chinese","Biographies, Fiction, Poetry, Science Fiction","Indie, RPG, Action, Strategy, Adventure, Simulation",Bird Watching,"Mindfulness, Socializing, DIY Projects, Tech Gadgets",31
172,male,"Swimming, Cricket, Basketball, Tennis, Football, Gymnastics","Action, Mystery, Drama, Horror, Documentary, Animated, Romance, Sci-Fi","Blues, Country, Reggae, Jazz, EDM, Classical, Folk","Gardening, Painting, Gaming, Knitting, Photography, Dancing, Reading","Wildlife Safaris, Adventure Sports, Cultural Festivals, Mountains, Road Trips, Historical Sites, Countryside, Luxury Resorts, Beaches, Cities","Seafood, BBQ",,Simulation,"Picnicking, Stargazing, Rock Climbing, Camping, Bird Watching, Skiing, Hiking","DIY Projects, Mindfulness",29
173,male,"Yoga, Running","Action, Documentary, Romance",Folk,Dancing,,"Italian, BBQ, Mediterranean, Vegan, Indian, Japanese, Desserts, Seafood","Biographies, Poetry, Romance, Mystery, Fiction, Self-help, Science Fiction",Sports,"Boating, Hiking, Fishing, Camping","Fitness, Mindfulness",30
174,male,"Basketball, Running, Tennis","Sci-Fi, Animated, Mystery, Comedy, Action, Fantasy, Documentary, Drama, Horror",Rock,"Reading, Painting, Writing, Crafting, Knitting, Dancing",Luxury Resorts,"Desserts, Japanese, Indian, BBQ",,"Adventure, Fighting, Action, Puzzle, Sports, FPS, Strategy, Indie, RPG, Simulation","Skiing, Picnicking, Rock Climbing, Camping, Bird Watching, Fishing, Boating, Stargazing, Hiking","DIY Projects, Socializing, Mindfulness, Tech Gadgets, Fashion, Sustainability, Minimalism, Fitness, Volunteering, Entrepreneurship",33
175,male,Cricket,"Animated, Mystery, Drama","Blues, Jazz, Country, Rock, Hip-hop, EDM, Pop, Reggae","Painting, Photography, Dancing, Gardening, Reading, Gaming, Crafting, Knitting, Writing, Cooking","Road Trips, Wildlife Safaris, Countryside, Beaches, Cities","Mexican, Seafood, Italian",,"FPS, RPG, Puzzle, Fighting","Hiking, Skiing","Fitness, Mindfulness, Socializing, Volunteering, Fashion, Entrepreneurship, Tech Gadgets",32
176,male,"Running, Swimming, Football, Tennis",,"EDM, Classical, Hip-hop, Pop",Cooking,"Mountains, Adventure Sports, Countryside, Luxury Resorts, Cities, Historical Sites, Road Trips, Beaches","BBQ, Indian, Italian","Mystery, Self-help","Fighting, Sports, Simulation","Boating, Fishing, Bird Watching, Skiing, Hiking, Stargazing, Picnicking, Camping, Rock Climbing","Mindfulness, Sustainability, DIY Projects, Fashion, Volunteering, Entrepreneurship",39
177,male,"Running, Cricket, Swimming, Cycling, Badminton, Football, Gymnastics","Sci-Fi, Animated, Romance","Blues, Reggae, Hip-hop, Country, EDM, Pop, Classical",,"Countryside, Cities, Adventure Sports, Luxury Resorts, Cultural Festivals, Historical Sites","Desserts, Seafood, Japanese, Mediterranean, Vegan, Indian, Italian, BBQ","Poetry, Fantasy, Science Fiction, Mystery",Fighting,"Picnicking, Fishing, Surfing, Bird Watching, Camping, Hiking, Boating","DIY Projects, Sustainability, Socializing, Minimalism, Fitness",45
178,male,"Gymnastics, Football, Running, Badminton, Swimming","Documentary, Animated, Fantasy, Mystery, Action, Sci-Fi","Hip-hop, Country, EDM, Jazz, Pop, Blues, Folk, Reggae","Gaming, Dancing, Crafting, Reading, Writing","Historical Sites, Wildlife Safaris, Adventure Sports, Mountains, Road Trips","Desserts, Italian, Japanese, Chinese, BBQ, Seafood, Mediterranean, Mexican, Vegan, Indian","Science Fiction, Thriller, Fiction, Mystery, Non-Fiction, Romance, Self-help","Action, Adventure, Puzzle","Hiking, Rock Climbing",,34
179,male,"Cycling, Badminton",,"EDM, Hip-hop, Country, Classical","Writing, Cooking, Photography, Gaming, Knitting, Painting, Gardening, Reading, Dancing, Crafting","Beaches, Cities, Mountains, Cultural Festivals","Seafood, Chinese, Desserts, Japanese, Mediterranean, Indian, Mexican, BBQ, Vegan",Self-help,"FPS, Sports","Hiking, Camping, Bird Watching, Rock Climbing, Boating, Picnicking","Tech Gadgets, Sustainability, Minimalism, DIY Projects",34
180,male,,"Comedy, Romance, Fantasy, Horror, Action, Mystery, Drama, Documentary, Sci-Fi","Classical, Hip-hop, Country, EDM, Rock","Cooking, Gardening, Gaming, Painting, Photography, Dancing, Knitting, Writing, Crafting, Reading","Road Trips, Luxury Resorts, Beaches, Historical Sites, Adventure Sports","Chinese, Mediterranean, Vegan, BBQ, Seafood, Italian",,"Adventure, Strategy, Action, FPS, Simulation, RPG, Puzzle, Indie","Picnicking, Boating","Entrepreneurship, Fitness, Socializing, Volunteering, Sustainability, Fashion, Tech Gadgets, Minimalism, DIY Projects",26
181,male,"Tennis, Running, Cycling",Sci-Fi,"EDM, Folk, Rock, Classical, Jazz, Blues, Reggae, Hip-hop","Cooking, Gaming, Gardening","Cultural Festivals, Road Trips, Luxury Resorts, Mountains, Cities, Historical Sites, Wildlife Safaris","Mediterranean, Desserts, Italian, Japanese","Non-Fiction, Self-help, Mystery, Fiction, Poetry, Science Fiction, Fantasy, Biographies, Romance, Thriller","Action, Puzzle, Sports, Strategy, RPG","Fishing, Stargazing, Picnicking, Hiking","Socializing, DIY Projects, Entrepreneurship, Volunteering, Mindfulness, Fitness, Tech Gadgets",23
182,male,"Cricket, Tennis","Romance, Mystery, Horror, Action, Documentary, Fantasy, Animated, Comedy, Drama","Country, Rock, Folk, Jazz","Gardening, Knitting, Cooking","Wildlife Safaris, Road Trips, Beaches, Luxury Resorts, Adventure Sports, Cities","Vegan, BBQ, Seafood, Desserts, Mediterranean, Japanese",,"Adventure, RPG, Puzzle, Fighting, Indie","Stargazing, Boating, Rock Climbing, Picnicking, Hiking","Fitness, Entrepreneurship, Socializing, Mindfulness, Sustainability, DIY Projects",21
183,male,"Basketball, Cricket, Yoga, Running","Fantasy, Sci-Fi, Action, Romance, Animated, Mystery, Documentary, Comedy","Blues, Country, EDM, Rock, Reggae, Jazz","Photography, Crafting, Gardening, Reading, Cooking, Knitting, Gaming","Road Trips, Historical Sites, Mountains, Beaches, Luxury Resorts",Desserts,"Thriller, Mystery, Biographies","Fighting, Strategy, Puzzle, Sports","Picnicking, Hiking, Boating, Fishing, Surfing, Stargazing, Skiing, Rock Climbing, Bird Watching","Minimalism, DIY Projects, Socializing, Fashion, Entrepreneurship, Fitness",33
184,male,"Cricket, Football, Badminton, Gymnastics, Cycling, Basketball, Tennis, Running","Comedy, Horror, Documentary","Reggae, Pop, Hip-hop, Jazz, Blues, Country, EDM",,"Cultural Festivals, Adventure Sports, Mountains, Countryside, Luxury Resorts, Beaches, Road Trips, Cities, Historical Sites, Wildlife Safaris","Vegan, Japanese, Mediterranean, Seafood, Indian, Mexican, Italian, Desserts, BBQ, Chinese","Poetry, Fiction, Self-help, Science Fiction","Indie, Puzzle, Action, RPG, FPS, Fighting, Simulation","Rock Climbing, Surfing, Boating, Fishing, Stargazing, Camping, Hiking, Bird Watching","Volunteering, DIY Projects, Fitness",31
185,male,"Running, Cricket, Cycling, Tennis, Gymnastics, Swimming, Basketball, Football, Yoga","Horror, Action, Fantasy","Hip-hop, Reggae, Classical","Cooking, Photography","Luxury Resorts, Cities, Countryside, Beaches, Road Trips, Cultural Festivals, Wildlife Safaris, Adventure Sports",,"Poetry, Science Fiction, Fantasy, Romance, Mystery, Thriller, Fiction, Biographies, Self-help, Non-Fiction","Puzzle, RPG, FPS, Indie, Sports, Fighting","Hiking, Boating, Picnicking, Bird Watching, Rock Climbing, Fishing, Camping, Surfing","Mindfulness, Sustainability, Fitness, Socializing, Minimalism, DIY Projects, Volunteering",33
186,male,"Yoga, Swimming","Action, Drama, Documentary, Comedy, Romance, Animated","EDM, Jazz, Country","Reading, Photography, Crafting, Knitting, Dancing, Writing, Gaming","Adventure Sports, Countryside, Road Trips, Luxury Resorts, Mountains","Italian, Mexican","Fantasy, Biographies, Romance, Self-help","FPS, Sports, Puzzle, Strategy, Indie, Adventure","Boating, Hiking, Bird Watching, Fishing","Volunteering, Socializing, Fitness, DIY Projects, Tech Gadgets, Mindfulness, Fashion, Sustainability",20
